应用代码,应用名称,应用类型,公司名称,app大小,版本号,更新时间,评分,下载人数,应用介绍,图标,下载地址,爬取时间
C10604682,Google键盘,实用工具,Google Inc.,43.41MB,8.4.2.255019328-release-armeabi-v7a,2019-07-29,score_5,286万次,Gboard,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/af36458a8fdb4242a49a6cddd2699f7a.png,http://appdlc.hicloud.com/dl/appdl/application/apk/af/af36458a8fdb4242a49a6cddd2699f7a/com.google.android.inputmethod.latin.1907290305.apk?sign=portal@portal1564388418914&source=portalsite,2019-07-29
C100649539,YesID,实用工具,杭州译链科技有限公司,15.52MB,1.0.6,2019-07-29,score_0,<10000次,YesID是为用户个人隐私数据进行安全存储并提供多样化信用报告查询的一款应用类产品。用户的个人信用报告是在用户授权的情况下才能进行查看，个人信用报告包含社会行为、借贷行为、网络行为、生活行为等维度进行综合评估分析得出的专属报告。每个实名认证完成后的用户都拥有自己专属的二维码，用户可扫描二维码将个人基本信息、信用报告授权于用户，并在有效期内查看。若对方取消授权，那用户将无法继续查看对方的信用报告。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/e8aefb77be2e469b926cd663762b47a8.png,http://appdlc.hicloud.com/dl/appdl/application/apk/e8/e8aefb77be2e469b926cd663762b47a8/com.ylkj.witness.1907231115.apk?sign=portal@portal1564388419508&source=portalsite,2019-07-29
C100812109,西瓜浏览器,实用工具,武汉多采信息科技有限公司,22.52MB,2.2,2019-07-29,score_5,24万次,西瓜浏览器，新一代手机智能浏览器，致力于为用户提供快捷的搜索服务、热门的全网资讯以及高速的上网浏览体验！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/4c387b1d5f224c6bb12b9578ba68f85a.png,http://appdlc.hicloud.com/dl/appdl/application/apk/4c/4c387b1d5f224c6bb12b9578ba68f85a/com.duocai.webBrowser.1907271502.apk?sign=portal@portal1564388420137&source=portalsite,2019-07-29
C100231671,墨刀,实用工具,北京磨刀刻石科技有限公司,19.49MB,4.2.6,2019-07-29,score_7,11万次,**内容提要,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/41b0bbf77ff2440eaaf5265b57ee0218.png,http://appdlc.hicloud.com/dl/appdl/application/apk/41/41b0bbf77ff2440eaaf5265b57ee0218/com.mockingbot.1907261747.apk?sign=portal@portal1564388420751&source=portalsite,2019-07-29
C10264676,米家,实用工具,北京小米科技有限责任公司,86.71MB,5.5.43,2019-07-29,score_6,8665万次,米家是你家里的智能硬件管理平台，也是家居生活精品电商平台，同时还有业内新鲜的酷玩资讯。你可以轻松选购到高品质智能硬件和家庭生活产品，更能简单便捷地通过手机与智能硬件交互，并实现智能硬件之间的互联互通。你与智能生活，只差一个米家的距离。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/4af0f8871e7a4968b1292d226b9a53ea.png,http://appdlc.hicloud.com/dl/appdl/application/apk/4a/4af0f8871e7a4968b1292d226b9a53ea/com.xiaomi.smarthome.1907290220.apk?sign=portal@portal1564388426000&source=portalsite,2019-07-29
C100598231,好看万年历,便捷生活,深圳量多多智能科技有限公司,14.50MB,1.0.018,2019-07-29,score_9,2万次,好看万年历，专注好用的万年历。更小的内存，更干净的界面，无任何骚扰，是您在工作生活中的好帮手。提供日历、黄历、运势、节日提醒、日程安排、新闻资讯等日历实用功能，高效管理时间，简洁安排生活！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/71b2ddc250bb4ceabde2e76b491d4f2f.png,http://appdlc.hicloud.com/dl/appdl/application/apk/71/71b2ddc250bb4ceabde2e76b491d4f2f/com.ldd.calendar.1907290918.apk?sign=portal@portal1564388503526&source=portalsite,2019-07-29
C100560747,掌上国信,便捷生活,云南省昆明市国信公证处,43.31MB,1.3.04,2019-07-29,score_0,<10000次,公证是国家司法制度的组成部分，是国家预防纠纷、维护法制、巩固法律秩序的一种司法手段。对于参与社会活动的每一个体而言，公证可以提供一个诚信的平台，通过这个平台，虚假的成分得以剔除，真实、可靠的成分得以保留，公证主体在诚信的平台上有序参与社会活动，从而提高经济效率，获得安全的保障。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/79d20613d08540e9bb3ddac72916ef0e.png,http://appdlc.hicloud.com/dl/appdl/application/apk/79/79d20613d08540e9bb3ddac72916ef0e/com.kmgxgz.gxexapp.1907291152.apk?sign=portal@portal1564388504224&source=portalsite,2019-07-29
C100250173,爱i社区,便捷生活,浦口区沿江街道爱社区服务中心,15.91MB,2.1.8,2019-07-29,score_10,<10000次,爱i社区是一款融合“互联网+”概念，集社区居民互动、居家生活服务、便民服务为一体的创新型社区服务平台，旨在为居民提供便捷精准化服务、增加邻里间互动联系、提升城市治理职能，走进生活，贴近居民。目前仅开放南京市浦口区沿江街道内居民使用。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/8a40c90c6dd84e2f882cc5bf0519e847.png,http://appdlc.hicloud.com/dl/appdl/application/apk/8a/8a40c90c6dd84e2f882cc5bf0519e847/com.sgnbs.ishequ.1907291020.apk?sign=portal@portal1564388504768&source=portalsite,2019-07-29
C100914787,同城分享,便捷生活,陇南市点点网络传媒有限公司,7.45MB,1.1.4,2019-07-29,score_0,<10000次,同城分享APP是一个省时、省心、消费、赚钱的全能APP；,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/4de388339bb34dd682f8b52b4522f118.png,http://appdlc.hicloud.com/dl/appdl/application/apk/4d/4de388339bb34dd682f8b52b4522f118/com.krtanu.kyogoht.1907221554.apk?sign=portal@portal1564388505365&source=portalsite,2019-07-29
C100684565,邯郸志愿,便捷生活,邯郸市志愿服务联合会,61.84MB,1.0.3,2019-07-29,score_0,<10000次,“邯郸志愿”可能是邯郸最大的志愿服务公益平台，汇聚了众多多志愿者，过万公益组织；“邯郸志愿”可能是邯郸地区志愿者、公益组织使用频率最高的App之一，让志愿者随时随地了解公益活动，让公益组织高效招募管理志愿者。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/4d49a01891a04ec0ab23e7e7496dbd71.png,http://appdlc.hicloud.com/dl/appdl/application/apk/4d/4d49a01891a04ec0ab23e7e7496dbd71/com.zzwhd.october.1907221018.apk?sign=portal@portal1564388505982&source=portalsite,2019-07-29
C100234295,隆林同城,便捷生活,隆林原创电子商务有限公司,48.26MB,5.2.0,2019-07-29,score_0,<10000次,借助移动互联网、信息技术和线下服务能力，隆林同城值得信赖的本地商家、消费评价和优惠信息，,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/ea852681820f41cd8f302054441fcda3.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ea/ea852681820f41cd8f302054441fcda3/com.chance.longlintongcheng.1907271340.apk?sign=portal@portal1564388507195&source=portalsite,2019-07-29
C10588124,巴乐兔租房,便捷生活,上海万间信息技术有限公司,35.93MB,4.9.2,2019-07-29,score_6,383万次,【巴乐兔租房】轻松租房,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/add1067b924c4064ab3b5d98b5838504.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ad/add1067b924c4064ab3b5d98b5838504/com.haimai.baletu.1907261828.apk?sign=portal@portal1564388507902&source=portalsite,2019-07-29
C100879803,MAON,便捷生活,安徽咕叽科技有限公司,74.64MB,0.2.1,2019-07-29,score_0,<10000次,MAON是一款垂直类技能展示短视频平台，一个即时性技能交易的社区平台；MAON利用区域社交功能把技能需求用户和技能输出者，进行实时人力资源整合。让社会上闲置和闲散的技能跟大众所需的需求实现及时、精准的匹配对接。将改变未来社会基层人员的工作方式与生活方式。让人们有一个专门的渠道进行技能学习，让每一个人赚钱变得更加简单、便捷，让生活变得更加美好。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/1c020b38109a45229d4920f97405a4c3.png,http://appdlc.hicloud.com/dl/appdl/application/apk/1c/1c020b38109a45229d4920f97405a4c3/cn.crow.gujiapp.1907291122.apk?sign=portal@portal1564388508430&source=portalsite,2019-07-29
C100575443,易佳有您,便捷生活,广东易佳梯科技有限公司,22.80MB,1.5.0,2019-07-29,score_0,<10000次,易佳有您App是一款专门针对老旧小区加装电梯而设计开发的应用，用户可以通过App应用“社区”模块了解您附近的案例、视频、问答等，熟悉所有旧楼加装电梯的市场信息，从而"一站式”掌握旧楼加装电梯各种流程方案等，能更有效地帮助用户完成自已所在楼层的加梯工程。应用包括有如下主要功能：,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/1daeb85ff13f4958ba4862f4a76a06dd.png,http://appdlc.hicloud.com/dl/appdl/application/apk/1d/1daeb85ff13f4958ba4862f4a76a06dd/com.yijiati.yjt2c.1907291135.apk?sign=portal@portal1564388509008&source=portalsite,2019-07-29
C10504772,小嘀管家,便捷生活,德施曼机电(中国)有限公司,51.12MB,4.5.4.149,2019-07-29,score_7,85万次,小嘀管家系列产品以电子指纹锁为主体，另包含门禁，保险箱，车位锁等一系列智能家居安防产品，利用手机便捷控制身边的家具产品，将产品安防标准升级到全新高度，无需钥匙，轻装便捷，让生活更加舒适，更解决了传统安装产品的繁琐，此系列产品致力于打造高端无忧社区生活服务，带给业主全新，高品质的生活享受。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/3c41c78635f44a819b4ab290cec4c7a8.png,http://appdlc.hicloud.com/dl/appdl/application/apk/3c/3c41c78635f44a819b4ab290cec4c7a8/com.dsm.secondlock.1907291034.apk?sign=portal@portal1564388509607&source=portalsite,2019-07-29
C56919,365淘房,便捷生活,三六五网,48.21MB,8.0.70,2019-07-29,score_6,307万次,365淘房是一款集找房、买房、卖房功能于一体，囊括本地房产、新房、二手房、租房信息的生活类应用。为找房者提供地图找房、地铁找房、学区找房、区属找房等服务；为购房者提供团购优惠、折扣、免费看房团、楼盘动态、购房工具，学区房推荐、房价走势查询服务；为租房者提供海量个人真实房源；为买房者提供免费的房源信息发布平台；为业主和准业主提供良好的信息交流、沟通的平台。产品概述：,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/3d079bedd6a04810ae6eac1d5253243d.png,http://appdlc.hicloud.com/dl/appdl/application/apk/3d/3d079bedd6a04810ae6eac1d5253243d/com.house365.newhouse.1907291353.apk?sign=portal@portal1564388510166&source=portalsite,2019-07-29
C100410305,陌匠,便捷生活,河南海马信息技术有限公司,31.36MB,1.0.71,2019-07-29,score_0,<10000次,陌匠家具行业服务平台,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/22b83b07435f4154b945f072b78eecc0.png,http://appdlc.hicloud.com/dl/appdl/application/apk/22/22b83b07435f4154b945f072b78eecc0/cn.idcby.jiajubang.1907291023.apk?sign=portal@portal1564388510650&source=portalsite,2019-07-29
C10403569,蜜匠婚礼,便捷生活,长沙现象网络科技有限公司,20.94MB,4.9.2,2019-07-29,score_10,129万次,结婚备婚婚礼策划就用蜜匠婚礼，新人婚礼一站式服务平台。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/391a805e98bb4e34849c5cd1a4b9047d.png,http://appdlc.hicloud.com/dl/appdl/application/apk/39/391a805e98bb4e34849c5cd1a4b9047d/com.lexiwed.1907290935.apk?sign=portal@portal1564388511299&source=portalsite,2019-07-29
C10470245,轻松妈妈,便捷生活,杭州创乔信息技术 有限公司,47.65MB,5.3.2,2019-07-29,score_4,20万次,轻松妈妈月嫂-专业的月嫂母婴护理师预约平台，以“零中介找月嫂”为服务宗旨，以“互联网＋”为特色的月嫂母婴平台，创立线上线下结合的服务模式。目前已推出金牌月嫂，催乳师，育婴师，短期护理师等服务项目，PICC高额承保，服务覆盖江浙沪，目前以杭州，宁波，嘉兴为主，已成为大型的护理师培训基地，为超过10万孕妈和护理师提供自由连接的平台。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/1eed12ab8938468abdc62a46a2fea824.png,http://appdlc.hicloud.com/dl/appdl/application/apk/1e/1eed12ab8938468abdc62a46a2fea824/com.alidao.mama.1907291014.apk?sign=portal@portal1564388511743&source=portalsite,2019-07-29
C100831255,革华金服,便捷生活,杭州革华科技有限公司,2.12MB,1.0,2019-07-29,score_0,<10000次,正规银行贷款专家,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/1a48f9a70d3b485c800cd603656754ba.png,http://appdlc.hicloud.com/dl/appdl/application/apk/1a/1a48f9a70d3b485c800cd603656754ba/com.itboye.gehuajinfu.1907290949.apk?sign=portal@portal1564388512397&source=portalsite,2019-07-29
C100266217,临湘在线,便捷生活,湖南晟临网络科技有限公司,47.97MB,5.2.0,2019-07-29,score_0,<10000次,临湘自己的APP，这里有好吃的，好喝的，好玩的，好看的，还有好多小伙伴！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/aa7c719d4fea430abe5940280fc456a4.png,http://appdlc.hicloud.com/dl/appdl/application/apk/aa/aa7c719d4fea430abe5940280fc456a4/com.chance.linxiangzaixian.1907271650.apk?sign=portal@portal1564388513711&source=portalsite,2019-07-29
C100180029,乐享吴川,便捷生活,深圳市智斗电子商务科技有限公司,48.20MB,5.2.0,2019-07-29,score_0,<10000次,吴川人自己的APP，这里有好吃的，好喝的，好玩的，好看的，还有好多小伙伴！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/57caf95d9d884863b1d7e1051ff04047.png,http://appdlc.hicloud.com/dl/appdl/application/apk/57/57caf95d9d884863b1d7e1051ff04047/com.chance.lexiangwuchuan.1907270710.apk?sign=portal@portal1564388514261&source=portalsite,2019-07-29
C100149711,南通照护工作人员,便捷生活,平安医疗健康管理股份有限公司,8.74MB,1.7.1,2019-07-29,score_0,<10000次,为了积极应对人口老龄化，促进“医养融合”新型养老服务模式的发展，解决长期失能人员的护理和日常照料难题，南通人社开展基本照护保险制度。南通医保APP的工作人员端，目前主要提供给南通照护工作人员在线接单、扫码完成服务等功能，为照护工作人员必备。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/14b37581562245a28862492fbed8b2f6.png,http://appdlc.hicloud.com/dl/appdl/application/apk/14/14b37581562245a28862492fbed8b2f6/com.paic.nantong.employer.1907290942.apk?sign=portal@portal1564388515438&source=portalsite,2019-07-29
C100532375,华盛配送,便捷生活,山东高青华盛配送有限公司,30.04MB,1.2.8,2019-07-29,score_10,<10000次,华盛配送是一家综合型实体店加网上购物APP，为您提供足不出户，衣、食、住、行全到家的高品质服务，安全、方便、快捷、贴心是您理想的选择。其用途如下：,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/0d4e550adfba4affb26fcefe91341c86.png,http://appdlc.hicloud.com/dl/appdl/application/apk/0d/0d4e550adfba4affb26fcefe91341c86/com.huasheng.mall.1907290942.apk?sign=portal@portal1564388516050&source=portalsite,2019-07-29
C100940915,万佛金服,便捷生活,舟山万佛金服文化传播有限公司,16.01MB,1.0.1,2019-07-29,score_0,<10000次,让大众体验正统的佛教文化活动，感受佛教文化魅力，弘扬佛教正能量，共同构建和谐社会,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/494a729d493b4aacae6ec71dfbe8f45f.png,http://appdlc.hicloud.com/dl/appdl/application/apk/49/494a729d493b4aacae6ec71dfbe8f45f/cn.heydong.buddhas.1907231050.apk?sign=portal@portal1564388517235&source=portalsite,2019-07-29
C100943145,克洛伊,便捷生活,三亚花开半夏婚纱摄影有限公司,4.26MB,1.0.0,2019-07-29,score_10,<10000次,克洛伊全球旅拍，客片比样片更美！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/e764dfc5c77041d69e77800c2e2cf9f1.png,http://appdlc.hicloud.com/dl/appdl/application/apk/e7/e764dfc5c77041d69e77800c2e2cf9f1/com.kiezsd.kqsgjfb.1907271121.apk?sign=portal@portal1564388517793&source=portalsite,2019-07-29
C100229517,康县同城,便捷生活,康县鼎盛天商贸有限责任公司,48.24MB,5.2.0,2019-07-29,score_10,<10000次,这里有好吃的，好喝的，好玩的，好看的，还有好多小伙伴！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/ee7f624fd9784c208fe44acb0a7ab42d.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ee/ee7f624fd9784c208fe44acb0a7ab42d/com.chance.kangxiantongcheng.1907271310.apk?sign=portal@portal1564388519054&source=portalsite,2019-07-29
C100181927,景泰同城,便捷生活,景泰同城电子商务有限公司,48.78MB,5.2.0,2019-07-29,score_10,<10000次,景泰人信赖的生活服务平台，海量生活信息免费查询，发布；,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/ea564df258b2408d934a46352ff7a1b0.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ea/ea564df258b2408d934a46352ff7a1b0/com.chance.jingtaitongcheng.1907270735.apk?sign=portal@portal1564388519690&source=portalsite,2019-07-29
C10368156,天气君,便捷生活,重庆阅品科技有限公司,27.86MB,4.6.30,2019-07-29,score_8,44万次,天气君，是天气网(www.tianqi.com)推出的手持终端应用，包含国内外多个城市天气信息，天气预报信息准确全面，24小时预报、未来十五天天气预报等。气压、湿度、能见度是您户外出现的好伴侣！空气质量、污染指数、温度趋势、pm2.5，空气质量指数等更加丰富、精准天气信息！提供穿衣、洗车、紫外线、感冒、运动、旅游等生活指数，是您日常生活、出行旅游的必备天气预报APP！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/5de1bf1c3b4f46e794ef627bf6067f00.png,http://appdlc.hicloud.com/dl/appdl/application/apk/5d/5de1bf1c3b4f46e794ef627bf6067f00/com.intimateweather.weather.1907291029.apk?sign=portal@portal1564388520284&source=portalsite,2019-07-29
C100688715,渺小广告,便捷生活,山东天正电子有限公司,31.25MB,1.3.0,2019-07-29,score_10,<10000次,渺小广告APP是一款信息共享与实体结合的应用，主要功能是免费开放的信息平台与线上购物，帮助大家更快的获取到需要的信息，购买到需要的产品。让实体店更加有竞争力。帮助你轻松、快速、精准发布信息、获取信息、快速发展。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/0c87e75e40724bf1a1bf01ddc0e811d8.png,http://appdlc.hicloud.com/dl/appdl/application/apk/0c/0c87e75e40724bf1a1bf01ddc0e811d8/com.tianzheng.miaoxiaoguanggao.1907272023.apk?sign=portal@portal1564388520896&source=portalsite,2019-07-29
C100953405,天下朝天,便捷生活,成都千域互联科技有限公司,23.84MB,5.2.0,2019-07-29,score_0,<10000次,《天下朝天》是广元市朝天区广播电视台出品的集权威性、实效性、服务性为一体的手机应用软件，秉承“一掌通天下”的理念，突破地域限制，以一流的团队为你提供最新最快的资讯，打造最炫最酷的节目，开启最潮最IN的生活模式。打开《天下朝天》生活从此更精彩。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/ebe3236fdf5d4bfaa0b2a56ddcbd7ab5.png,http://appdlc.hicloud.com/dl/appdl/application/apk/eb/ebe3236fdf5d4bfaa0b2a56ddcbd7ab5/com.sobey.cloud.webtv.chaotian.1907230932.apk?sign=portal@portal1564388522748&source=portalsite,2019-07-29
C100949047,速职,便捷生活,内蒙古国鑫文化发展有限责任公司,14.61MB,1.0.0,2019-07-29,score_0,<10000次,速职App是专业的以灵活用工和劳务外包相结合的人力资源综合服务平台，提供网络招聘、兼职信息发布、招聘会，企业培训等综合服务。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/a9cbcc62238a403bbecfe3ddcd38e819.png,http://appdlc.hicloud.com/dl/appdl/application/apk/a9/a9cbcc62238a403bbecfe3ddcd38e819/io.suzhi8.H5870BC5B.1907231716.apk?sign=portal@portal1564388523403&source=portalsite,2019-07-29
C100226761,洪湖同城,便捷生活,洪湖市忆屏风网络科技有限公司,48.20MB,5.2.0,2019-07-29,score_0,<10000次,借助移动互联网、信息技术和线下服务能力，洪湖同城值得信赖的本地商家、消费评价和优惠信息，,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/9b396d98e089486a9021bb32893ee5a8.png,http://appdlc.hicloud.com/dl/appdl/application/apk/9b/9b396d98e089486a9021bb32893ee5a8/com.chance.honghutongcheng.1907271250.apk?sign=portal@portal1564388523966&source=portalsite,2019-07-29
C100337705,供销生鲜,便捷生活,新合作供销一家商业管理有限公司,30.16MB,1.2.6,2019-07-29,score_10,<10000次,买生鲜，上供销生鲜，精选供销合作社各地直供水果蔬菜，商品覆盖了水果、肉蛋、水产、速食、蔬菜、饮品、乳品、零食、轻食、粮油等多品类，线下实体店线上购物APP值得信赖，APP下单后全程配送到家，足不出户体会更多优惠。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/a8549a81aa3b4b99a40c030b9caf56b5.png,http://appdlc.hicloud.com/dl/appdl/application/apk/a8/a8549a81aa3b4b99a40c030b9caf56b5/com.netcloudsoft.ncschinasale.1907261727.apk?sign=portal@portal1564388524611&source=portalsite,2019-07-29
C100951231,沭阳关注,便捷生活,宿迁诺亚文化传媒有限公司,40.51MB,1.2,2019-07-29,score_0,<10000次,沭阳关注是集房产、二手房、租房、家政信息、便民信息于一体的大型地方综合生活服务App平台！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/d2334bfd862d45ea921ec6ee66b9a078.png,http://appdlc.hicloud.com/dl/appdl/application/apk/d2/d2334bfd862d45ea921ec6ee66b9a078/com.shuyangx.portal.1907231706.apk?sign=portal@portal1564388525127&source=portalsite,2019-07-29
C100771511,融创归心,便捷生活,融创物业服务集团有限公司,17.50MB,1.0,2019-07-29,score_0,<10000次,融创服务集团为融创业主打造的一款定制化社区生活服务线上平台。APP设置“我的管家”、“社区公告”、“在线报事”、“在线缴费”、“社区活动”等功能。通过专业、高效、快捷、全面线上服务，提升业主对于社区的认同，增加业主的参与感和归属感，以极致服务，致敬归心美好。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/e6cdadf91c47488dae32e0d16151b906.png,http://appdlc.hicloud.com/dl/appdl/application/apk/e6/e6cdadf91c47488dae32e0d16151b906/com.up72.sunacliving.1907231851.apk?sign=portal@portal1564388525780&source=portalsite,2019-07-29
C10509822,房算盘,便捷生活,杭州房尚网络科技有限公司,16.23MB,3.3.7,2019-07-29,score_10,1万次,免费找办公室，就上房算盘APP！租贵买贵包赔！房算盘办公，是全国领先的写字楼租售平台，为广大企业和创业者提供写字楼租赁服务，以及租赁后的一站式企业服务、产业园托管运营、企业金融服务。同时，房算盘通过线下活动和行业上下游以及圈层互动，为创业企业和业主扩展优质的人脉和社交圈。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/2e02ca5116af404c807b9f7941991e2e.png,http://appdlc.hicloud.com/dl/appdl/application/apk/2e/2e02ca5116af404c807b9f7941991e2e/com.hykj.houseabacus.1902261015.apk?sign=portal@portal1564388526334&source=portalsite,2019-07-29
C10852703,科普中国户户通,便捷生活,浙江科亦普信息科技发展有限公司,43.95MB,6.4.9,2019-07-29,score_7,7万次,“科普中国户户通”借助新媒体在科普中的优势，积极探索“互联网＋科普”模式，以科协为主导，实现科普的信息汇聚，针对不同的人群精准推送不同的知识，深层次地解读重大媒体事件背后的科学原理。与此同时，“科普中国户户通”进行地方科普特色传播，宣传本地特色产业、历史文化和民风习俗，服务百姓生活等。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/fa81b0a62974425499f3efb3bf99f904.png,http://appdlc.hicloud.com/dl/appdl/application/apk/fa/fa81b0a62974425499f3efb3bf99f904/com.gymj.apk.xj.1907271254.apk?sign=portal@portal1564388527090&source=portalsite,2019-07-29
C100704059,朗诗寓,便捷生活,南京朗诗寓商业管理有限公司,24.91MB,1.0.6,2019-07-29,score_10,<10000次,朗诗寓，朗诗绿色集团旗下长租公寓品牌，致力于打造自然、舒适、人文、富有生活气息的品位居所，让广大“诗友”住进好时光。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/68b4662729e64110aab44c90967057f1.png,http://appdlc.hicloud.com/dl/appdl/application/apk/68/68b4662729e64110aab44c90967057f1/cn.landsea.app.1907290400.apk?sign=portal@portal1564388527716&source=portalsite,2019-07-29
C100959133,新临洮,便捷生活,临洮县融媒体中心,27.81MB,1.0.1,2019-07-29,score_0,<10000次,讲述临洮故事，传递临洮声音，展示临洮精彩。“新临洮”客户端是临洮县融媒体中心推出的集阅读、发布、生活服务、线上线下互动于一体的移动客户端。依托强大采编力量和资源，为临洮百姓传递丰富、及时、优质的信息。新临洮，新视野！足不出户，临洮大小事了如指掌；精彩内容，五千年文化尽收眼底！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/05fbba0a6409416c8930a3c379a89905.png,http://appdlc.hicloud.com/dl/appdl/application/apk/05/05fbba0a6409416c8930a3c379a89905/com.founder.lintao.1907251541.apk?sign=portal@portal1564388528353&source=portalsite,2019-07-29
C100236983,逛泗水,便捷生活,泗水县众合网络科技有限公司,48.19MB,5.2.0,2019-07-29,score_0,<10000次,“逛泗水”专注本地事，为泗水人提供“美食”、“娱乐”、“消费”、“资讯”、“社区论坛”、“优惠信息”等服务，是本地人居家生活必备神器！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/dfa042e3e4de45808b5df3e61754b7b8.png,http://appdlc.hicloud.com/dl/appdl/application/apk/df/dfa042e3e4de45808b5df3e61754b7b8/com.chance.guangsishui.1907271355.apk?sign=portal@portal1564388528878&source=portalsite,2019-07-29
C100151913,工惠家,便捷生活,吉林省金港计算机网络有限公司,39.96MB,1.0.29,2019-07-29,score_10,1万次,工惠家APP平台是为实现工会服务普惠化、推动工会服务扁平化而设计研发推出的互联网服务平台。它为广大职工提供各类优质工会会员服务，满足衣、食、住、行、游、购、娱等需求，使工会组织更贴近一线职工会员，实现普惠服务常态化，是职工真正的福利获得平台。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/73e037d92b1745de9077d3a5528337e5.png,http://appdlc.hicloud.com/dl/appdl/application/apk/73/73e037d92b1745de9077d3a5528337e5/com.jlgoldenbay.labourunion.1907270025.apk?sign=portal@portal1564388529489&source=portalsite,2019-07-29
C100216589,独角秀,便捷生活,泡米文化传媒（上海）有限公司,46.10MB,3.0.0,2019-07-29,score_10,6万次,独角秀App——全新版独角秀APP，突破社交圈，开启交友新玩法！交友购票一站式体验，白富美高富帅文艺青年的交友圈子，社区话题缤纷呈现。点击一键邀约，邂逅男神女神，遇见喜欢的人一起玩！约电影约演出约旅行约赛事……体验最潮的交友互动模式，和孤独say拜拜，颜值财富灵魂匹配进行时！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/3becf52a74694e87aef65768c0d7929c.png,http://appdlc.hicloud.com/dl/appdl/application/apk/3b/3becf52a74694e87aef65768c0d7929c/com.mydeershow.1907271150.apk?sign=portal@portal1564388529965&source=portalsite,2019-07-29
C100313875,工务园,便捷生活,深圳市工务园网络科技有限公司,23.20MB,2.6.2,2019-07-29,score_10,38万次,工务园是一个为广大求职者提供就业服务的平台，为让您安心找工作、就业有保障、前程更无忧。平台承诺“少了工资平台赔付”、“为有需求的求职者提供法律援助”，以保障求职者的合法权益。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/3e171d9ee88c4650a324af161d07648e.png,http://appdlc.hicloud.com/dl/appdl/application/apk/3e/3e171d9ee88c4650a324af161d07648e/com.gb.gongwuyuan.1907271042.apk?sign=portal@portal1564388530836&source=portalsite,2019-07-29
C100269613,澄迈网,便捷生活,澄迈网在线科技有限公司,48.04MB,5.2.0,2019-07-29,score_0,<10000次,澄迈自己的APP，这里有好吃的，好喝的，好玩的，好看的，还有好多小伙伴！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/62e12a549691448795ff8a3d422fea76.png,http://appdlc.hicloud.com/dl/appdl/application/apk/62/62e12a549691448795ff8a3d422fea76/com.chance.chengmaiwang.1907271705.apk?sign=portal@portal1564388531436&source=portalsite,2019-07-29
